s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps3
137.6643537000,89654.2882695000,43185.5108314000,-1.4314531536,0.0616659000,8.5234010000,4.9594608000
136.6667859000,89655.3004206000,43185.6166384000,-1.5049291536,0.0779936000,7.9158168000,5.0062805000
135.6692181000,89656.3876704000,43185.6407610000,-1.5943678536,0.0897889000,7.2510450000,5.0535422000
134.6716504000,89657.3228924000,43185.5748315000,-1.6946998536,0.1344871000,6.5115258000,5.1012501000
133.6740826000,89658.3050868000,43185.3635284000,-1.8892844536,0.2357771000,5.9565425000,3.4682203000
132.6765148000,89659.1379814000,43185.0069574000,-2.0183158536,-0.0369354000,5.0141108000,5.1821501000
131.6789470000,89660.0143881000,43184.5196118000,-2.2226008536,0.4728383000,5.0377230000,-0.1189624000
130.6813792000,89660.5909788000,43183.7573974000,-2.7340368536,0.3639100000,5.0612251000,-0.1189624000
129.6838115000,89660.8650643000,43182.7915285000,-2.9657948536,0.2248280000,5.5855799000,-2.7981575000
128.6862437000,89660.8911453000,43181.8129682000,2.9928008536,0.3805809000,5.6152247000,-0.1664278000
127.6886759000,89660.5865283000,43180.8791962000,2.6929360536,0.2096194000,5.6414210000,-0.1478004000
126.6911081000,89660.0582101000,43180.0004538000,2.5170385536,0.1527199000,6.5387163000,-5.4779133000
125.6935403000,89659.4139185000,43179.2383189000,2.3626643536,0.1490872000,7.1497775000,-4.1924507000
124.6959726000,89658.6736381000,43178.5820133000,2.2383950536,0.0969424000,7.7674724000,-4.6183878000
123.6984048000,89657.8936418000,43178.0140887000,2.1679113536,0.0585928000,8.5539573000,-6.4339274000
122.7008370000,89657.0667917000,43177.4826722000,2.1187407536,0.0426153000,9.4468239000,-8.0557422000
121.7032692000,89656.1550744000,43176.9513736000,2.0801568536,0.0296926000,9.6940000000,-2.3713443000
120.7057014000,89655.3159071000,43176.4941155000,2.0626511536,0.0083368000,9.6940000000,0.0000000000
119.7081337000,89654.4285779000,43176.0201916000,2.0627535536,-0.0078354000,9.6940000000,0.0000000000
118.7105659000,89653.5203708000,43175.5258701000,2.0780913536,-0.0219128000,9.6940000000,0.0000000000
117.7129981000,89652.6877808000,43175.0487608000,2.1066404536,-0.0370029000,9.6940000000,0.0000000000
116.7154303000,89651.8473188000,43174.5262225000,2.1493490536,-0.0485868000,9.5193159000,1.6822217000
115.7178625000,89651.0003248000,43173.9404550000,2.2036361536,-0.0560610000,8.9888155000,4.9212556000
114.7202948000,89650.1711807000,43173.2928506000,2.2649804536,-0.0616521000,8.4194738000,4.9677147000
113.7227270000,89649.3899879000,43172.5949551000,2.3383843536,-0.0818959000,7.8027372000,5.0146123000
112.7251592000,89648.7113430000,43171.8755681000,2.4405231536,-0.1329146000,7.1358631000,4.9932273000
111.7275914000,89648.1369681000,43171.0659717000,2.6269240536,-0.2281650000,7.0984227000,0.2671183000
110.7300236000,89647.7223419000,43170.0549223000,2.8733362536,-0.1998707000,6.6844158000,2.8600517000
109.7324559000,89647.5469217000,43169.2213984000,2.9538973536,0.0437299000,5.8676388000,5.1386132000
108.7348881000,89647.4296558000,43168.2730429000,-3.1045605536,-0.3452819000,5.8952704000,-0.1629104000
107.7373203000,89647.5467672000,43167.3209073000,-2.9778414536,-0.0338285000,5.9227731000,-0.1629104000
106.7397525000,89647.7203017000,43166.3797565000,-2.9169471536,-0.1478194000,6.5382595000,-3.8441480000
105.7421847000,89648.0410437000,43165.3966312000,-2.7294290536,-0.1865885000,6.8496518000,-2.0895284000
104.7446169000,89648.4987797000,43164.5477836000,-2.5743428536,-0.1334734000,7.3370368000,-3.4656185000
103.7470492000,89649.0816526000,43163.7469365000,-2.4533432536,-0.1159241000,7.9738943000,-4.8873274000
102.7494814000,89649.8100433000,43162.9655259000,-2.3283610536,-0.1207904000,8.3975617000,-3.4764822000
101.7519136000,89650.5790484000,43162.3225573000,-2.2064918536,-0.1197312000,8.7480668000,-3.0121413000
100.7543458000,89651.4137025000,43161.7801741000,-2.0875839536,-0.1198830000,9.0230943000,-2.4497369000
99.7567780000,89652.3165226000,43161.3375269000,-1.9649073536,-0.1246771000,9.0099540000,0.1187686000
98.7592103000,89653.2725557000,43161.0098780000,-1.8373158536,-0.1228296000,8.7617726000,2.2106828000
97.7616425000,89654.2608752000,43160.8033383000,-1.7175697536,-0.1153506000,8.3344377000,3.6618099000
96.7640747000,89655.2540664000,43160.7141159000,-1.6032624536,-0.1150643000,7.7337851000,4.8374759000
95.7665069000,89656.2564583000,43160.7404390000,-1.4847485536,-0.1189577000,7.0499671000,5.0670217000
94.7689391000,89657.3597389000,43160.9083371000,-1.3548807536,-0.1189645000,6.2846801000,5.1148569000
93.7713714000,89658.2905225000,43161.1743896000,-1.2218124536,-0.1720150000,5.4033353000,5.1631436000
92.7738036000,89659.1715381000,43161.6188495000,-0.9534476536,-0.3260912000,4.3356213000,5.2118862000
91.7762358000,89659.8562774000,43162.1410131000,-1.0664334536,0.6324087000,4.3560385000,-0.0889456000
90.7786680000,89660.6386335000,43162.5119154000,-1.0733494536,-0.2298865000,4.3763603000,-0.0889456000
89.7811002000,89661.4965404000,43163.1045075000,-0.8846186536,-0.0958939000,5.8727232000,-7.6868700000
88.7835325000,89662.1966032000,43163.7149531000,-0.8325449536,-0.0299431000,7.2218135000,-8.8543924000
87.7859647000,89662.9774093000,43164.4400325000,-0.8170268536,-0.0024084000,8.5713611000,-10.6828033000
86.7883969000,89663.7975599000,43165.2062763000,-0.8250891536,0.0145812000,9.6940000000,-10.2776999000
85.7908291000,89664.5879095000,43165.9235650000,-0.8436446536,0.0207697000,9.1940369000,4.7331732000
84.7932613000,89665.3635023000,43166.5968144000,-0.8701168536,0.0321438000,8.6402706000,4.9500581000
83.7956936000,89666.0958938000,43167.1921964000,-0.9100111536,0.0560333000,8.0426989000,4.9967890000
82.7981258000,89666.9800260000,43167.8254240000,-0.9966683536,0.1026056000,7.3906440000,5.0439612000
81.8005580000,89667.8445810000,43168.3121980000,-1.1324188536,0.1831685000,7.0051509000,2.7815055000
80.8029902000,89668.6998165000,43168.6104686000,-1.3495083536,0.2264832000,6.8295744000,1.2174872000
79.8054224000,89669.5782681000,43168.7995345000,-1.2760869536,-0.1177394000,6.0340182000,5.1293311000
78.8078547000,89670.5108830000,43168.9948629000,-1.5142851536,0.3265031000,6.0624333000,-0.1722801000
77.8102869000,89671.4610269000,43168.9283597000,-1.7372684536,0.1553722000,6.0907159000,-0.1722801000
76.8127191000,89672.4218529000,43168.6998646000,-1.8647990536,0.1142165000,7.0629875000,-6.4100768000
75.8151513000,89673.4683837000,43168.3102585000,-1.9894390536,0.1131960000,7.7591620000,-5.1719810000
74.8175835000,89674.3608141000,43167.8517951000,-2.0994896536,0.1047931000,8.3632117000,-4.8812296000
73.8200158000,89675.1991105000,43167.3018872000,-2.2029533536,0.1030452000,8.8432203000,-4.1396862000
72.8224480000,89675.9779792000,43166.6657979000,-2.3095218536,0.1103376000,9.1568753000,-2.8297923000
71.8248802000,89676.6800662000,43165.9481683000,-2.4264524536,0.1196184000,9.3341402000,-1.6429005000
70.8273124000,89677.2899019000,43165.1544619000,-2.5464140536,0.1193332000,9.4990818000,-1.5569775000
69.8297446000,89677.7965128000,43164.3025125000,-2.6632206536,0.1157230000,9.6671244000,-1.6142955000
68.8321769000,89678.2033479000,43163.3958146000,-2.7753686536,0.1089427000,9.6940000000,-0.2608056000
67.8346091000,89678.5170536000,43162.4245399000,-2.8815795536,0.1005763000,9.6940000000,0.0000000000
66.8370413000,89678.7264764000,43161.4403093000,-2.9824346536,0.1014040000,9.6940000000,0.0000000000
65.8394735000,89678.8315891000,43160.4758660000,-3.0855401536,0.1133281000,9.6940000000,0.0000000000
64.8419057000,89678.8269898000,43159.4086196000,3.0790514536,0.1041435000,9.6940000000,0.0000000000
63.8443380000,89678.7152309000,43158.4141952000,2.9833096536,0.0860317000,9.6940000000,0.0000000000
62.8467702000,89678.5346676000,43157.4991221000,2.9136421536,0.0697020000,9.6940000000,0.0000000000
