idx,s_m,local_smoothing,blend,displacement_from_arclength_base_m,kappa_radpm,requested_steer_rate_radps,ub,lb
0,0.0,False,0.0,0.07518248404661522,-0.07883528736593347,0.3153014310307173,3.7905072264436788,-3.6541697022287063
1,0.5886034648572561,False,0.0,0.028880912269477997,-0.06125903537663066,0.2142732193434419,3.717835837785557,-3.6970478748345563
2,1.178886339985441,False,0.0,0.05366662845395572,-0.04893972182407464,0.18904276634808306,3.660532215194336,-3.7266877782558425
3,1.7706033229837028,False,0.0,0.06660783584005707,-0.0409389845756047,0.2514425208597414,3.6226434671695817,-3.7414683030769877
4,2.36430328254555,False,0.0,0.06747845267842366,-0.030990712012768352,0.277219219034648,3.603711460868378,-3.7434656024059825
5,2.9599870433810276,False,0.0,0.07288189639270987,-0.017014154568014292,0.19395565676862989,3.597593889872438,-3.7332457995050845
6,3.555582729102536,False,0.0,0.07073679754391003,-0.004592650309611562,0.07835867574624268,3.5981758759917164,-3.7172372326286283
7,4.148817249783667,False,0.0,0.0545487082303399,0.0014087079754299273,0.029053364760927024,3.598321975578804,-3.700641030627001
8,4.740332880237355,False,0.0,0.03851126878701866,0.002823655132455386,0.05638197266306567,3.60662142784073,-3.686019160106975
9,5.331411145091704,False,0.0,0.030550611689319846,0.00415349341386058,0.0768099701238044,3.616894250933924,-3.665260139543912
10,5.9224133880435454,False,0.0,0.021068225880736084,0.008148182822333417,0.025335450977944752,3.627232401990037,-3.638085011419786
11,6.512736426530384,False,0.0,0.002331763372060157,0.011402902123913594,0.046036877143586306,3.6336544859988344,-3.6140750227955536
12,7.102431684866807,False,0.0,0.018949443702197935,0.010536801809207151,0.053160972308252855,3.635757948753963,-3.595604025480608
13,7.691959760923533,False,0.0,0.024612990728104817,0.007065472531706949,0.0019110084103464667,3.6384875735460938,-3.5864491943426495
14,8.281459773267745,False,0.0,0.011869967415037038,0.005529137154572696,0.042173698620146485,3.645553652483019,-3.597393212711896
15,8.870907383179789,False,0.0,0.00045019986775913227,0.006885476692389791,0.03237678099108916,3.6525011112021977,-3.6098166103176044
16,9.460324691849486,False,0.0,0.00015860417653761907,0.009501203304312606,0.033525711480731746,3.6561254173011326,-3.625027236461395
17,10.049754926000578,False,0.0,0.004290764336087841,0.00993485414471184,0.09788835944254307,3.656056826325591,-3.644378941499342
18,10.639267200012817,False,0.0,0.0007366077221805105,0.006343398087530845,0.11516728298149931,3.6528717720794326,-3.6626888101831505
19,11.228888761664054,False,0.0,0.021058883463171252,0.0007136179208107707,0.08319861099527875,3.6546627766154787,-3.6813501420378403
20,11.818465380716564,False,0.0,0.043700352011005,-0.004505705052535797,0.01336093005622389,3.6672674618517105,-3.700414269781065
21,12.407869193861648,False,0.0,0.05180637646025223,-0.007122545977949101,0.05402610773559955,3.6827501850784827,-3.7170978215724
22,12.997109934344914,False,0.0,0.03846792774889388,-0.005763782826830139,0.06375287932289554,3.7003837263667982,-3.7306442173684564
23,13.586222177182375,False,0.0,0.013642295933822138,-0.0020366749122955113,0.007897584780219895,3.720024409164274,-3.7423429644176314
24,14.175259158920946,False,0.0,0.010609995594165693,0.00023658746729709893,0.07936027753659311,3.7399590809128083,-3.7507002318257725
